GrLivArea,MSSubClass,LotFrontage,OverallQual,OverallCond,YearBuilt,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,GarageSize,Remodel_binary,LotPercent,Neighborhood_Num,Remodel_Qual,Remodel_GrLiv,Remodel_Bath,Remodel_Kitch,SalePrice,Log_SalePrice
1034,1S_PUD,35.0,8,6,1989,0.0,747.0,0.0,235.0,982.0,1034,0,0,1.0,0.0,1,0,1,1,4,1,1989.0,598.0,141,36,0,0,0,0,0,4,2010,RM,Pave,None,IR1,HLS,AllPub,Inside,Mod,Blueste,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.26465318658817505,4,0,0,0,,185000,12.128111104060462
2344,2S_1946newer,79.0,7,5,1996,921.0,0.0,0.0,1264.0,1264.0,1277,1067,0,0.0,0.0,2,1,3,1,7,1,1996.0,889.0,220,0,0,0,0,0,0,7,2009,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,1,0.12509796238244514,28,7,2344,2,Gd,265000,12.48748510496836
1433,1S_1946newer,80.0,5,6,1961,0.0,915.0,0.0,336.0,1251.0,1433,0,0,1.0,0.0,1,0,3,1,7,1,1961.0,441.0,144,0,205,0,0,0,0,6,2006,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,Mn,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Min1,Gd,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,1,0.14927083333333332,6,5,1433,1,TA,161000,11.9891596439666
1060,1S_finishedattic,55.0,5,7,1925,0.0,317.0,227.0,212.0,756.0,916,144,0,1.0,0.0,1,0,1,1,6,1,1969.0,308.0,0,65,0,0,150,0,0,8,2007,RL,Pave,None,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,PConc,TA,TA,No,LwQ,Rec,GasA,TA,N,FuseA,TA,Mod,Gd,Detchd,Unf,Fa,TA,Y,None,None,None,WD ,Normal,small,1,0.13364458710242194,10,5,1060,1,TA,136500,11.824079893607152
1638,1_2S_finished,75.0,6,5,1957,327.0,0.0,0.0,967.0,967.0,967,671,0,0.0,0.0,2,0,4,1,6,0,1957.0,384.0,0,21,0,0,0,0,0,4,2006,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,small,0,0.10673289183222959,5,0,0,0,,139000,11.842229212112828
1786,2Fam_conversion,1227.1363299780974,5,6,1965,0.0,1249.0,147.0,103.0,1499.0,1619,167,0,2.0,0.0,2,0,3,1,7,2,1965.0,529.0,670,0,0,0,0,0,700,8,2008,RL,Grvl,None,IR1,HLS,AllPub,Corner,Sev,Timber,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Gd,ALQ,BLQ,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,Shed,WD ,Normal,large,0,0.009832381877808818,21,0,0,0,,228950,12.34125891808524
2654,2S_1946newer,82.19413690834712,6,7,1968,220.0,619.0,0.0,435.0,1054.0,1512,1142,0,1.0,0.0,2,1,4,1,9,1,1968.0,619.0,0,65,0,0,222,0,0,8,2006,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Mn,BLQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,1,0.13709311814307734,23,6,2654,2,Gd,250000,12.429216196844385
1609,1_2S_finished,63.0,6,8,1910,0.0,0.0,0.0,796.0,796.0,825,784,0,0.0,0.0,1,0,3,1,7,0,1910.0,228.0,0,182,0,0,0,0,0,6,2008,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gambrel,CompShg,MetalSd,MetalSd,None,Gd,TA,BrkTil,Gd,Gd,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,Fa,Fa,N,None,None,None,WD ,Normal,small,1,0.18978605935127674,12,6,1609,1,TA,127500,11.755871643580615
1657,2S_1946newer,43.0,7,5,1994,145.0,537.0,0.0,295.0,832.0,832,825,0,0.0,0.0,2,1,3,1,6,0,1994.0,483.0,144,74,0,0,0,0,2000,11,2008,RL,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,Shed,WD ,Normal,large,1,0.05712324064538277,20,7,1657,2,Gd,189000,12.14950229404178
984,1S_1946newer,70.0,5,5,1963,0.0,53.0,799.0,132.0,984.0,984,0,0,1.0,0.0,1,0,3,1,5,1,1963.0,384.0,145,56,0,0,0,0,400,8,2008,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,Gd,No,BLQ,ALQ,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,None,MnPrv,Shed,WD ,Normal,small,0,0.10813186813186813,1,0,0,0,,128000,11.759785542901756
1102,splitfoyer,77.98344805593837,6,6,1980,130.0,850.0,0.0,138.0,988.0,1102,0,0,1.0,0.0,1,0,2,1,5,1,1980.0,582.0,140,22,0,0,0,0,0,6,2006,RL,Pave,None,IR1,Lvl,AllPub,FR3,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.10531345565749235,23,0,0,0,,169000,12.037653993905211
1174,1_2S_finished,120.0,5,8,1900,0.0,130.0,0.0,550.0,680.0,680,494,0,0.0,0.0,1,0,2,1,6,1,2000.0,576.0,116,26,40,0,0,0,0,6,2007,RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,TA,Fa,No,BLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,None,MnPrv,None,WD ,Normal,large,1,0.07555555555555556,12,5,1174,1,Gd,135000,11.813030057420567
1416,2S_1946newer,90.0,6,6,1968,420.0,404.0,0.0,304.0,708.0,708,708,0,0.0,0.0,2,1,3,1,7,1,1968.0,776.0,0,169,0,0,119,0,0,5,2006,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.06051282051282051,23,0,0,0,,179900,12.100156419938624
2122,2S_1946newer,43.0,7,5,1996,132.0,637.0,0.0,276.0,913.0,913,1209,0,1.0,0.0,2,1,4,1,8,1,1997.0,559.0,0,74,0,0,0,0,0,4,2009,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,1,0.0794465715280195,20,7,2122,2,Gd,220000,12.301382825334498
1097,1S_1946newer,70.0,5,5,1996,0.0,549.0,0.0,548.0,1097.0,1097,0,0,1.0,0.0,1,1,3,1,6,0,1996.0,242.0,306,0,0,0,0,0,0,7,2007,RL,Pave,None,IR2,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,GdPrv,None,WD ,Normal,small,0,0.06623996135499063,16,0,0,0,,147900,11.90429164869889
1090,1S_1946newer,60.0,5,5,2005,0.0,980.0,0.0,110.0,1090.0,1090,0,0,1.0,0.0,1,1,2,1,5,0,2005.0,450.0,0,49,0,0,0,0,0,6,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Ex,Gd,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,1,0.15518223234624146,7,5,1090,1,TA,157000,11.964001084330445
894,1S_1946newer,109.0,5,5,1968,0.0,492.0,0.0,402.0,894.0,894,0,0,0.0,0.0,1,0,3,1,5,1,1968.0,450.0,0,0,0,0,0,0,0,5,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Po,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.10247592847317744,1,0,0,0,,129000,11.76756768334381
1322,2S_PUD,24.0,6,5,1974,0.0,257.0,495.0,103.0,855.0,855,467,0,0.0,1.0,2,1,3,1,6,1,1974.0,440.0,260,0,0,0,0,0,0,6,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,TA,TA,No,ALQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,Fa,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.37045060658578854,13,0,0,0,,147000,11.898187865760873
883,splitfoyer,70.0,5,6,1992,0.0,718.0,110.0,0.0,828.0,883,0,0,1.0,0.0,1,0,2,1,5,1,1998.0,698.0,100,32,0,0,0,0,0,6,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,Wd Shng,None,TA,TA,PConc,Gd,TA,Av,GLQ,LwQ,GasA,TA,Y,SBrkr,TA,Typ,Fa,Detchd,Unf,TA,TA,Y,None,GdPrv,None,WD ,Normal,large,1,0.11513887077845873,9,5,883,1,TA,149000,11.911701584927595
1452,2S_PUD,35.0,7,5,1999,218.0,450.0,0.0,241.0,691.0,713,739,0,1.0,0.0,2,1,3,1,6,0,1999.0,506.0,0,34,0,0,0,0,0,3,2006,FV,Pave,None,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.19089692101740294,18,0,0,0,,183900,12.122147410592412
1977,2S_1946newer,100.0,6,6,1964,272.0,442.0,0.0,374.0,816.0,1127,850,0,0.0,1.0,1,1,4,1,9,1,1964.0,540.0,0,52,0,0,0,0,0,6,2007,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkCmn,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,None,GdPrv,None,WD ,Normal,large,1,0.11863157894736842,6,6,1977,1,TA,165000,12.013700752882718
1200,2S_PUD,24.0,7,5,2004,0.0,368.0,42.0,190.0,600.0,600,600,0,1.0,0.0,2,1,2,1,4,0,2004.0,480.0,0,172,0,0,0,0,0,2,2010,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,1,0.2358490566037736,18,7,1200,2,Gd,149500,11.915051671812876
1124,1S_1946newer,72.0,6,6,1956,0.0,914.0,0.0,210.0,1124.0,1124,0,0,1.0,0.0,1,0,3,1,6,1,1956.0,353.0,0,211,180,0,142,0,0,5,2006,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,small,1,0.1107171000788022,6,6,1124,1,TA,153000,11.938193200374572
858,1S_1946newer,60.55194146163027,4,4,1971,0.0,614.0,0.0,244.0,858.0,858,0,0,0.0,0.0,1,0,3,1,5,0,1971.0,0.0,0,0,0,0,0,0,0,6,2006,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,None,None,None,None,Y,None,None,None,WD ,Normal,small,0,0.1056,6,0,0,0,,88000,11.385092093460344
1612,1S_PUD,61.0,9,5,2006,165.0,797.0,0.0,815.0,1612.0,1612,0,0,1.0,0.0,2,0,2,1,6,1,2006.0,556.0,0,164,0,0,0,0,0,3,2007,RL,Pave,None,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.20062227753578096,25,0,0,0,,319900,12.675763725937609
1525,2S_PUD,15.777041239910313,6,5,2000,456.0,436.0,0.0,320.0,756.0,769,756,0,0.0,0.0,2,1,3,1,5,1,2000.0,440.0,0,0,0,0,0,0,0,6,2007,FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.3632498819083609,18,0,0,0,,177000,12.083905011555968
1509,2S_1946newer,63.0,7,5,2003,0.0,0.0,0.0,783.0,783.0,807,702,0,0.0,0.0,2,1,3,1,8,1,2003.0,393.0,0,75,0,0,0,0,0,7,2006,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.10247619047619047,19,0,0,0,,180000,12.100712129872347
1078,1S_1945older,60.0,5,7,1925,0.0,0.0,0.0,1054.0,1054.0,1078,0,0,0.0,0.0,1,0,3,1,6,0,1987.0,264.0,0,0,0,0,112,0,0,12,2009,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,None,Detchd,Unf,TA,TA,N,None,GdWo,None,WD ,Normal,small,1,0.1053763440860215,12,5,1078,1,Ex,125000,11.736069016284436
1666,2S_1945older,38.00798787130023,8,7,1925,0.0,0.0,0.0,588.0,588.0,833,833,0,0.0,0.0,1,0,3,1,7,1,1925.0,228.0,192,63,0,0,0,0,0,6,2008,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Hip,CompShg,Stucco,Wd Shng,None,TA,Gd,PConc,TA,TA,No,Unf,Unf,GasA,Fa,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,None,MnPrv,None,WD ,Normal,small,1,0.16333333333333333,12,8,1666,1,Gd,161000,11.9891596439666
1266,1S_1946newer,62.0,7,5,2005,0.0,0.0,0.0,1257.0,1257.0,1266,0,0,0.0,0.0,2,0,3,1,6,1,2005.0,453.0,38,144,0,0,0,0,0,4,2006,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.1688,18,0,0,0,,176000,12.078239274020287
912,1S_1945older,60.0,5,7,1930,0.0,0.0,0.0,520.0,520.0,912,0,0,0.0,0.0,1,0,2,1,5,0,1934.0,360.0,0,90,0,0,0,0,0,5,2008,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,FuseA,TA,Typ,None,Detchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,small,1,0.12337662337662338,5,5,912,1,TA,99500,11.507912923146684
1373,duplex,55.32770626598685,5,5,1978,0.0,1319.0,0.0,0.0,1319.0,1373,0,0,1.0,0.0,1,0,3,1,5,2,1978.0,591.0,0,0,0,0,0,0,0,5,2010,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,SFoyer,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.1849407327586207,1,0,0,0,,160250,11.984490374782917
1616,1S_finishedattic,40.0,6,7,1926,0.0,370.0,0.0,779.0,1149.0,1149,467,0,0.0,0.0,2,0,3,1,5,0,1926.0,216.0,0,0,183,0,0,0,0,10,2007,RM,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,BrkTil,TA,TA,Mn,LwQ,Unf,GasA,Gd,Y,FuseA,Gd,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,small,1,0.2127777777777778,12,6,1616,2,Gd,152000,11.931635799828411
1638,2S_1946newer,59.0,6,5,1998,0.0,828.0,0.0,115.0,943.0,943,695,0,1.0,0.0,2,1,3,1,7,2,1998.0,472.0,100,38,0,0,0,0,0,7,2008,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.10429108604291086,19,0,0,0,,192000,12.165250651009918
932,1S_1946newer,57.0,6,5,1950,0.0,0.0,0.0,932.0,932.0,932,0,0,0.0,0.0,1,0,2,1,4,1,1950.0,306.0,0,0,214,0,0,0,0,11,2007,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y,None,GdPrv,None,WD ,Normal,small,0,0.11256038647342995,6,0,0,0,,124000,11.728036844587177
1304,2S_PUD,19.86103679941473,5,6,1976,0.0,0.0,0.0,264.0,264.0,616,688,0,0.0,0.0,1,1,3,1,4,1,1976.0,336.0,141,24,0,0,0,0,0,6,2008,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,BuiltIn,Fin,TA,TA,Y,None,None,None,WD ,Normal,small,0,0.23114446529080676,3,0,0,0,,115000,11.652687407345388
2726,1S_1946newer,70.0,8,5,1986,0.0,0.0,0.0,279.0,279.0,2726,0,0,0.0,0.0,2,1,2,1,6,1,1986.0,691.0,216,64,169,0,0,228,0,8,2007,RL,Pave,None,IR1,HLS,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Plywood,None,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,Gd,Gd,Y,Ex,None,None,WD ,Normal,large,0,0.15107514963422744,22,0,0,0,,315000,12.66032791780777
1044,splitlevel,65.0,6,6,1976,0.0,504.0,0.0,456.0,960.0,1044,0,0,1.0,0.0,1,0,3,1,7,1,1976.0,528.0,228,0,0,0,0,0,0,4,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,Plywood,None,TA,Fa,CBlock,TA,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Fa,Detchd,Unf,TA,Fa,Y,None,None,None,WD ,Normal,large,0,0.16610978520286396,7,0,0,0,,133500,11.801856756822442
1074,1S_1946newer,65.0,6,7,1950,0.0,104.0,387.0,172.0,663.0,1074,0,0,1.0,0.0,1,0,3,1,6,1,1987.0,467.0,0,52,52,0,0,0,0,6,2010,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Plywood,None,TA,TA,CBlock,TA,TA,No,GLQ,Rec,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,None,MnPrv,None,WD ,Normal,small,1,0.09356215698231553,7,6,1074,1,Gd,144500,11.881034786534624
1273,1_2S_finished,76.0,4,7,1910,0.0,0.0,0.0,616.0,616.0,1055,218,0,0.0,0.0,1,0,3,1,5,0,1910.0,275.0,212,0,0,0,0,0,0,9,2006,RL,Pave,None,Reg,Low,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,N,SBrkr,Gd,Min2,None,Detchd,Unf,TA,Fa,N,None,None,None,WD ,Normal,small,1,0.09264137688795224,7,4,1273,1,Gd,121000,11.703545824578878
1742,2S_1945older,121.0,8,9,1882,0.0,216.0,0.0,700.0,916.0,916,826,0,0.0,0.0,1,1,4,1,8,1,1925.0,424.0,0,169,0,0,0,0,0,11,2009,RM,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,Gd,BrkTil,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,P,None,None,None,WD ,Normal,large,1,0.051836342029313566,12,8,1742,1,Gd,168000,12.031719258385396
1149,1S_1946newer,80.0,4,6,1960,0.0,399.0,0.0,615.0,1014.0,1149,0,0,1.0,0.0,1,0,3,1,7,0,1968.0,544.0,0,240,0,0,0,0,0,7,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Min1,None,2Types,Fin,TA,TA,Y,None,MnPrv,None,WD ,Normal,small,1,0.10756412656805842,7,4,1149,1,TA,127000,11.751942365440728
1675,2S_1946newer,183.94375620381027,6,5,1999,0.0,0.0,0.0,841.0,841.0,892,783,0,0.0,0.0,2,1,3,1,7,1,1999.0,502.0,0,103,0,0,0,0,0,6,2009,RL,Pave,None,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.036139696945142206,19,0,0,0,,181000,12.106252310247962
864,1S_1946newer,70.0,5,5,1958,0.0,521.0,174.0,169.0,864.0,864,0,0,1.0,0.0,1,0,3,1,5,0,1964.0,624.0,0,0,0,0,0,0,0,7,2006,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.09494505494505495,6,0,0,0,,129900,11.77452020265869
