GrLivArea,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,SalePrice,Log_SalePrice
1426,1_2S_finished,55.0,7642,7,8,1918,1998,0.0,0.0,0.0,912.0,912.0,912,514,0,0.0,0.0,1,1,3,1,7,1,1925.0,1.0,216.0,0,240,0,0,0,0,0,6,2007,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,None,GdPrv,None,WD ,Normal,189950,12.154516158615772
1694,1_2S_finished,60.0,8400,6,5,1925,1950,0.0,423.0,0.0,758.0,1181.0,1390,304,0,0.0,0.0,2,0,4,1,7,1,1925.0,2.0,576.0,342,0,128,0,0,0,0,6,2008,RL,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,Rec,Unf,GasA,Fa,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,136500,11.824079893607152
2432,duplex,70.0,7700,5,2,1985,1986,0.0,0.0,0.0,1216.0,1216.0,1216,1216,0,0.0,0.0,4,2,4,2,10,0,1985.0,2.0,616.0,200,0,0,0,0,0,600,2,2010,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,2Story,Gable,CompShg,HdBoard,HdBoard,None,TA,Po,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,Fa,Y,None,None,Shed,WD ,Normal,159000,11.976659481202368
1792,duplex,60.0,9000,5,5,1974,1974,0.0,0.0,0.0,896.0,896.0,896,896,0,0.0,0.0,2,2,4,2,8,0,1982.0,2.0,480.0,0,45,0,0,0,0,0,6,2008,RL,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,Mn,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,133000,11.79810440720389
1107,1S_1946newer,70.0,8050,5,6,1967,1993,0.0,474.0,38.0,437.0,949.0,1107,0,0,1.0,0.0,1,0,3,1,5,0,1967.0,1.0,308.0,88,64,0,0,0,0,0,3,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,TA,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,127000,11.751942365440728
996,1S_1945older,63.0,13907,5,6,1940,1969,0.0,290.0,0.0,706.0,996.0,996,0,0,1.0,0.0,1,0,3,1,6,1,1940.0,0.0,0.0,144,0,0,0,0,0,0,7,2008,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,None,None,None,None,Y,None,None,None,WD ,Normal,108000,11.589886506106357
955,1S_1946newer,66.0,7742,5,7,1966,1966,0.0,763.0,0.0,192.0,955.0,955,0,0,1.0,0.0,1,0,3,1,6,0,1966.0,1.0,386.0,0,0,0,0,0,0,0,1,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,MnPrv,None,WD ,Normal,127000,11.751942365440728
1369,2S_1945older,54.0,6629,6,6,1925,1950,0.0,551.0,0.0,121.0,672.0,697,672,0,1.0,0.0,2,0,3,1,6,0,1930.0,1.0,300.0,147,0,0,0,0,0,0,7,2009,RH,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,TA,TA,No,BLQ,Unf,GasA,TA,N,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,103600,11.54829260880752
840,1S_1945older,48.0,5747,3,4,1920,1950,0.0,0.0,0.0,798.0,798.0,840,0,0,0.0,0.0,1,0,2,1,5,0,1938.0,1.0,250.0,112,0,0,0,0,0,0,6,2006,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Fa,Typ,None,Detchd,Unf,TA,Fa,N,None,None,None,WD ,Normal,64000,11.06663836234181
2014,2S_1945older,62.0,9856,5,8,1900,2005,0.0,0.0,0.0,716.0,716.0,1007,1007,0,0.0,0.0,2,0,5,1,8,0,1900.0,2.0,624.0,0,72,167,0,0,0,0,6,2006,RM,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Hip,CompShg,CemntBd,CmentBd,None,Gd,Gd,PConc,Fa,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,169000,12.037653993905211
1360,2S_1945older,80.0,4800,5,5,1910,2003,0.0,0.0,0.0,680.0,680.0,680,680,0,0.0,0.0,1,0,2,1,6,0,1910.0,1.0,330.0,192,50,0,0,0,0,0,1,2008,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,GasA,Fa,N,SBrkr,TA,Typ,None,Attchd,Unf,Fa,TA,Y,None,None,None,WD ,Normal,111000,11.617285480294472
2315,2S_1946newer,78.0,15600,5,7,1950,1963,405.0,760.0,0.0,408.0,1168.0,1278,1037,0,1.0,0.0,2,0,4,1,9,3,1950.0,1.0,342.0,0,0,0,0,192,0,0,7,2006,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,Gd,CBlock,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,257000,12.456831363877356
1510,1S_1946newer,88.0,9680,5,6,1967,1967,268.0,1010.0,0.0,500.0,1510.0,1510,0,0,1.0,0.0,2,0,3,1,6,0,1967.0,2.0,517.0,0,40,0,0,204,0,0,4,2010,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,GdPrv,None,WD ,Normal,178900,12.09458226949681
1877,2S_1946newer,80.0,8000,6,6,1974,1974,0.0,931.0,153.0,0.0,1084.0,1084,793,0,1.0,0.0,2,1,4,1,8,1,1974.0,2.0,488.0,0,96,0,0,0,0,0,11,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,178900,12.09458226949681
816,1S_1946newer,67.0,8877,4,6,1938,1958,0.0,690.0,0.0,126.0,816.0,816,0,0,1.0,0.0,1,0,2,1,3,1,1958.0,1.0,288.0,0,0,0,0,0,0,0,5,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Mn,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,Fa,Fa,Y,None,None,None,WD ,Normal,100000,11.512925464970229
1601,1S_1946newer,85.13044028507109,11423,8,5,2001,2002,479.0,1358.0,0.0,223.0,1581.0,1601,0,0,1.0,0.0,2,0,3,1,6,1,2001.0,2.0,670.0,180,0,0,0,0,0,2000,5,2010,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,None,MnPrv,Shed,WD ,Normal,272000,12.513557345278134
1040,duplex,60.0,7200,4,5,1949,1950,0.0,0.0,0.0,0.0,0.0,1040,0,0,0.0,0.0,2,0,2,2,6,0,1956.0,2.0,420.0,0,0,0,0,0,0,0,6,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,BrkFace,Stone,None,TA,TA,Slab,None,None,None,None,None,Wall,Fa,N,FuseF,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,90000,11.407564949312402
2019,2S_1945older,60.0,11414,7,8,1910,1993,0.0,0.0,0.0,728.0,728.0,1136,883,0,0.0,0.0,1,0,3,1,8,0,1997.0,2.0,532.0,509,135,0,0,0,0,0,10,2009,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,RRAn,Feedr,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,TA,Gd,BrkTil,Gd,TA,No,Unf,Unf,GasA,TA,N,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,None,GdPrv,None,WD ,Normal,167500,12.028738630247258
936,duplex,60.0,7200,5,5,1980,1980,180.0,936.0,0.0,0.0,936.0,936,0,0,1.0,0.0,1,0,2,1,4,0,1980.0,2.0,672.0,49,0,0,0,0,0,0,8,2007,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,140000,11.84939770159144
841,1S_1946newer,60.0,8400,4,4,1950,1950,0.0,0.0,0.0,721.0,721.0,841,0,0,0.0,0.0,1,0,2,1,4,0,1950.0,1.0,294.0,250,0,24,0,0,0,0,9,2009,RH,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,AsbShng,None,Fa,Fa,CBlock,TA,Fa,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,CarPort,Unf,TA,TA,N,None,None,None,WD ,Normal,82000,11.314474526246391
894,1S_1946newer,57.0,9764,5,7,1967,2003,0.0,702.0,0.0,192.0,894.0,894,0,0,1.0,0.0,1,0,3,1,5,0,1967.0,2.0,450.0,0,0,0,0,0,0,0,5,2008,RL,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,130000,11.77528972943772
1424,1S_1945older,60.0,7290,7,8,1921,1950,174.0,0.0,0.0,1228.0,1228.0,1424,0,0,0.0,0.0,2,0,2,1,7,1,1921.0,1.0,312.0,0,0,90,0,0,0,0,4,2008,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,BrkFace,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,168000,12.031719258385396
1589,1S_PUD,26.985671388623167,3621,8,5,2003,2003,72.0,1084.0,0.0,322.0,1406.0,1589,0,0,1.0,0.0,2,0,2,1,7,1,2003.0,3.0,630.0,143,20,0,0,0,0,0,11,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,226500,12.330500223905226
1743,1S_1946newer,155.0,20064,8,6,1976,1976,0.0,51.0,915.0,0.0,966.0,1743,0,0,2.0,0.0,0,1,0,1,5,2,1976.0,2.0,529.0,646,0,0,0,0,0,0,5,2007,RL,Pave,None,IR1,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,Shed,WdShngl,Wd Sdng,Wd Sdng,None,Gd,TA,CBlock,Gd,Gd,Gd,LwQ,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Fa,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,279000,12.538967060803502
1306,1S_1945older,55.0,5350,3,2,1940,1966,0.0,0.0,0.0,728.0,728.0,1306,0,0,0.0,0.0,1,0,3,1,6,0,1940.0,0.0,0.0,263,0,0,0,0,0,450,5,2010,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Plywood,None,TA,Po,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Fa,Mod,None,None,None,None,None,Y,None,GdWo,Shed,WD ,Normal,76500,11.245046019814627
792,1S_1946newer,53.0,5470,3,5,1958,1958,0.0,0.0,0.0,792.0,792.0,792,0,0,0.0,0.0,1,0,2,1,4,0,1958.0,1.0,366.0,0,90,0,0,0,0,0,8,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,TA,Typ,None,Attchd,Unf,Fa,TA,Y,None,None,None,WD ,Normal,99900,11.511924964636645
1034,1S_PUD,35.0,3907,8,6,1989,1989,0.0,747.0,0.0,235.0,982.0,1034,0,0,1.0,0.0,1,0,1,1,4,1,1989.0,2.0,598.0,141,36,0,0,0,0,0,4,2010,RM,Pave,None,IR1,HLS,AllPub,Inside,Mod,Blueste,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,185000,12.128111104060462
2344,2S_1946newer,79.0,10208,7,5,1996,1997,921.0,0.0,0.0,1264.0,1264.0,1277,1067,0,0.0,0.0,2,1,3,1,7,1,1996.0,3.0,889.0,220,0,0,0,0,0,0,7,2009,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,265000,12.487485104968359
1433,1S_1946newer,80.0,9600,5,6,1961,1990,0.0,915.0,0.0,336.0,1251.0,1433,0,0,1.0,0.0,1,0,3,1,7,1,1961.0,2.0,441.0,144,0,205,0,0,0,0,6,2006,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,Mn,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Min1,Gd,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,161000,11.9891596439666
1060,1S_finishedattic,55.0,6854,5,7,1925,1994,0.0,317.0,227.0,212.0,756.0,916,144,0,1.0,0.0,1,0,1,1,6,1,1969.0,1.0,308.0,0,65,0,0,150,0,0,8,2007,RL,Pave,None,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,PConc,TA,TA,No,LwQ,Rec,GasA,TA,N,FuseA,TA,Mod,Gd,Detchd,Unf,Fa,TA,Y,None,None,None,WD ,Normal,136500,11.824079893607152
1638,1_2S_finished,75.0,9060,6,5,1957,1957,327.0,0.0,0.0,967.0,967.0,967,671,0,0.0,0.0,2,0,4,1,6,0,1957.0,1.0,384.0,0,21,0,0,0,0,0,4,2006,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,139000,11.842229212112828
1786,2Fam_conversion,1227.1363299780974,164660,5,6,1965,1965,0.0,1249.0,147.0,103.0,1499.0,1619,167,0,2.0,0.0,2,0,3,1,7,2,1965.0,2.0,529.0,670,0,0,0,0,0,700,8,2008,RL,Grvl,None,IR1,HLS,AllPub,Corner,Sev,Timber,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Gd,ALQ,BLQ,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,Shed,WD ,Normal,228950,12.341258918085241
2654,2S_1946newer,82.19413690834712,11029,6,7,1968,1984,220.0,619.0,0.0,435.0,1054.0,1512,1142,0,1.0,0.0,2,1,4,1,9,1,1968.0,2.0,619.0,0,65,0,0,222,0,0,8,2006,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Mn,BLQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,250000,12.429216196844383
2599,2S_1946newer,108.0,14774,9,5,1999,1999,165.0,0.0,0.0,1393.0,1393.0,1422,1177,0,0.0,0.0,2,1,4,1,10,1,1999.0,3.0,779.0,668,30,0,0,0,0,0,5,2010,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,None,None,None,WD ,Normal,333168,12.716402146247475
1609,1_2S_finished,63.0,4347,6,8,1910,1950,0.0,0.0,0.0,796.0,796.0,825,784,0,0.0,0.0,1,0,3,1,7,0,1910.0,1.0,228.0,0,182,0,0,0,0,0,6,2008,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gambrel,CompShg,MetalSd,MetalSd,None,Gd,TA,BrkTil,Gd,Gd,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,Fa,Fa,N,None,None,None,WD ,Normal,127500,11.755871643580617
1657,2S_1946newer,43.0,14565,7,5,1994,1995,145.0,537.0,0.0,295.0,832.0,832,825,0,0.0,0.0,2,1,3,1,6,0,1994.0,2.0,483.0,144,74,0,0,0,0,2000,11,2008,RL,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,Shed,WD ,Normal,189000,12.14950229404178
2674,1S_1946newer,105.0,13693,10,5,2007,2007,472.0,2288.0,0.0,342.0,2630.0,2674,0,0,2.0,0.0,2,1,2,1,8,2,2007.0,3.0,762.0,360,50,0,0,0,0,0,3,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosA,PosA,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,610000,13.321214236149494
984,1S_1946newer,70.0,9100,5,5,1963,1963,0.0,53.0,799.0,132.0,984.0,984,0,0,1.0,0.0,1,0,3,1,5,1,1963.0,1.0,384.0,145,56,0,0,0,0,400,8,2008,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,Gd,No,BLQ,ALQ,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,None,MnPrv,Shed,WD ,Normal,128000,11.759785542901755
1102,splitfoyer,77.98344805593837,10464,6,6,1980,1980,130.0,850.0,0.0,138.0,988.0,1102,0,0,1.0,0.0,1,0,2,1,5,1,1980.0,2.0,582.0,140,22,0,0,0,0,0,6,2006,RL,Pave,None,IR1,Lvl,AllPub,FR3,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,169000,12.037653993905211
1174,1_2S_finished,120.0,9000,5,8,1900,2006,0.0,130.0,0.0,550.0,680.0,680,494,0,0.0,0.0,1,0,2,1,6,1,2000.0,2.0,576.0,116,26,40,0,0,0,0,6,2007,RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,TA,Fa,No,BLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,None,MnPrv,None,WD ,Normal,135000,11.813030057420567
1416,2S_1946newer,90.0,11700,6,6,1968,1968,420.0,404.0,0.0,304.0,708.0,708,708,0,0.0,0.0,2,1,3,1,7,1,1968.0,2.0,776.0,0,169,0,0,119,0,0,5,2006,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,179900,12.100156419938624
2122,2S_1946newer,43.0,11492,7,5,1996,1997,132.0,637.0,0.0,276.0,913.0,913,1209,0,1.0,0.0,2,1,4,1,8,1,1997.0,2.0,559.0,0,74,0,0,0,0,0,4,2009,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,220000,12.301382825334498
1097,1S_1946newer,70.0,16561,5,5,1996,1996,0.0,549.0,0.0,548.0,1097.0,1097,0,0,1.0,0.0,1,1,3,1,6,0,1996.0,1.0,242.0,306,0,0,0,0,0,0,7,2007,RL,Pave,None,IR2,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,GdPrv,None,WD ,Normal,147900,11.90429164869889
1090,1S_1946newer,60.0,7024,5,5,2005,2006,0.0,980.0,0.0,110.0,1090.0,1090,0,0,1.0,0.0,1,1,2,1,5,0,2005.0,2.0,450.0,0,49,0,0,0,0,0,6,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Ex,Gd,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,157000,11.964001084330445
894,1S_1946newer,109.0,8724,5,5,1968,1968,0.0,492.0,0.0,402.0,894.0,894,0,0,0.0,0.0,1,0,3,1,5,1,1968.0,2.0,450.0,0,0,0,0,0,0,0,5,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Po,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,129000,11.76756768334381
1322,2S_PUD,24.0,2308,6,5,1974,1974,0.0,257.0,495.0,103.0,855.0,855,467,0,0.0,1.0,2,1,3,1,6,1,1974.0,2.0,440.0,260,0,0,0,0,0,0,6,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,TA,TA,No,ALQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,Fa,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,147000,11.898187865760873
